market_slug,market_duration,first_ts,last_ts,rows,conditions,split,market_start_ms,market_end_ms
btc-updown-5m-1789830000,5m,1789830002024,1789830212714,392,1,oos,1789830000000,1789830300000
btc-updown-15m-1789830000,15m,1789830003395,1789830745881,1368,1,oos,1789830000000,1789830900000
btc-updown-5m-1789830300,5m,1789830300420,1789830574421,492,1,oos,1789830300000,1789830600000
btc-updown-5m-1789830600,5m,1789830601388,1789830899846,554,1,oos,1789830600000,1789830900000
btc-updown-15m-1789830900,15m,1789830902357,1789831715573,1530,1,oos,1789830900000,1789831800000
btc-updown-5m-1789830900,5m,1789830902482,1789831178810,496,1,oos,1789830900000,1789831200000
btc-updown-5m-1789831200,5m,1789831202180,1789831492273,554,1,oos,1789831200000,1789831500000
btc-updown-5m-1789831500,5m,1789831503677,1789831723374,416,1,oos,1789831500000,1789831800000
btc-updown-5m-1789831800,5m,1789831801799,1789832085576,542,1,oos,1789831800000,1789832100000
btc-updown-15m-1789831800,15m,1789831801851,1789832515525,1350,1,oos,1789831800000,1789832700000
btc-updown-5m-1789832100,5m,1789832102192,1789832399602,568,1,oos,1789832100000,1789832400000
btc-updown-5m-1789832400,5m,1789832403159,1789832679945,270,1,oos,1789832400000,1789832700000
btc-updown-5m-1789832700,5m,1789832701019,1789832916542,400,1,oos,1789832700000,1789833000000
btc-updown-15m-1789832700,15m,1789832701979,1789833509507,1496,1,oos,1789832700000,1789833600000
btc-updown-5m-1789833000,5m,1789833001652,1789833299345,560,1,oos,1789833000000,1789833300000
btc-updown-5m-1789833300,5m,1789833300626,1789833536963,452,1,oos,1789833300000,1789833600000
btc-updown-15m-1789833600,15m,1789833601931,1789834380817,1408,1,oos,1789833600000,1789834500000
btc-updown-5m-1789833600,5m,1789833602257,1789833899589,546,1,oos,1789833600000,1789833900000
btc-updown-5m-1789833900,5m,1789833900666,1789834135358,434,1,oos,1789833900000,1789834200000
btc-updown-5m-1789834200,5m,1789834201683,1789834354355,268,1,oos,1789834200000,1789834500000
btc-updown-5m-1789834500,5m,1789834500387,1789834743621,454,1,oos,1789834500000,1789834800000
btc-updown-15m-1789834500,15m,1789834501012,1789835399937,1678,1,oos,1789834500000,1789835400000
btc-updown-5m-1789834800,5m,1789834802293,1789835099048,560,1,oos,1789834800000,1789835100000
btc-updown-5m-1789835100,5m,1789835100337,1789835399895,560,1,oos,1789835100000,1789835400000
btc-updown-5m-1789835400,5m,1789835401178,1789835687759,534,1,oos,1789835400000,1789835700000
btc-updown-15m-1789835400,15m,1789835401507,1789836297302,1692,1,oos,1789835400000,1789836300000
btc-updown-5m-1789835700,5m,1789835703381,1789835998961,560,1,oos,1789835700000,1789836000000
btc-updown-5m-1789836000,5m,1789836000382,1789836221114,418,1,oos,1789836000000,1789836300000
btc-updown-5m-1789836300,5m,1789836301861,1789836599805,566,1,oos,1789836300000,1789836600000
btc-updown-15m-1789836300,15m,1789836302999,1789837199446,1716,1,oos,1789836300000,1789837200000
btc-updown-5m-1789836600,5m,1789836600866,1789836872681,496,1,oos,1789836600000,1789836900000
btc-updown-5m-1789836900,5m,1789836901935,1789837185458,542,1,oos,1789836900000,1789837200000
btc-updown-15m-1789837200,15m,1789837200924,1789837511044,322,1,oos,1789837200000,1789838100000
btc-updown-5m-1789837200,5m,1789837201323,1789837451755,294,1,oos,1789837200000,1789837500000
btc-updown-5m-1789837500,5m,1789837502960,1789837507586,6,1,oos,1789837500000,1789837800000
